2194	The Cascades Framework for Query Optimization	1995	IEEE Data Eng. Bull.	Goetz Graefe
2195	The Evolution of Effective B-tree: Page Organization and Techniques: A Personal Account	2001	SIGMOD Record	David B. Lomet
2196	A Framework for the Performance Analysis of Concurrent B-tree Algorithms	1990	PODS	Theodore Johnson,Dennis Shasha
2197	Weak Consistency in Distributed Data Warehouses	1998	FODO	Ioana Stanoi,Divyakant Agrawal,Amr El Abbadi
2198	Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis	1999	VLDB J.	Natalija Krivokapic,Alfons Kemper,Ehud Gudes
2199	A new approach to developing and implementing eager database replication protocols	2000	ACM Trans. Database Syst.	Bettina Kemme,Gustavo Alonso
2200	The BUCKY Object-Relational Benchmark (Experience Paper)	1997	SIGMOD Conference	Michael J. Carey,David J. DeWitt,Jeffrey F. Naughton,Mohammad Asgarian,Paul Brown,Johannes Gehrke,Dhaval Shah
2201	A Comparison of Spatial Query Processing Techniques for Native and Parameter Spaces	1990	SIGMOD Conference	Jack A. Orenstein
2202	On the Complexity of Equivalence between Recursive and Nonrecursive Datalog Programs	1994	PODS	Surajit Chaudhuri,Moshe Y. Vardi
2203	Fast Approximate Query Answering Using Precomputed Statistics	1999	ICDE	Viswanath Poosala,Venkatesh Ganti
2204	Object Fusion in Mediator Systems	1996	VLDB	Yannis Papakonstantinou,Serge Abiteboul,Hector Garcia-Molina
2205	GOM: A Strongly Typed Persistent Object Model With Polymorphism	1991	BTW	Alfons Kemper,Guido Moerkotte,Hans-Dirk Walter,Andreas Zachmann
2206	Integrity Maintenance in Object-Oriented Databases	1992	VLDB	H. V. Jagadish,Xiaolei Qian
2207	Fine-Grained Sharing in a Page Server OODBMS	1994	SIGMOD Conference	Michael J. Carey,Michael J. Franklin,Markos Zaharioudakis
2208	Processing Time-Constrained Aggregate Queries in CASE-DB	1993	ACM Trans. Database Syst.	Wen-Chi Hou,Gultekin Ozsoyoglu
2209	Analysis of Dynamic Load Balancing Strategies for Parallel Shared Nothing Database Systems	1993	VLDB	Erhard Rahm,Robert Marek
2210	Mining Temporal Relationships with Multiple Granularities in Time Sequences	1998	IEEE Data Eng. Bull.	Claudio Bettini,Xiaoyang Sean Wang,Sushil Jajodia
2211	Dynamic Resource Brokering for Multi-User Query Execution	1995	SIGMOD Conference	Diane L. Davison,Goetz Graefe
2212	On Roth, Korth, and Silberschatz's Extended Algebra and Calculus for Nested Relational Databases	1992	ACM Trans. Database Syst.	Abdullah Uz Tansel,Lucy Garnett
2213	Managing Memory to Meet Multiclass Workload Response Time Goals	1993	VLDB	Kurt P. Brown,Michael J. Carey,Miron Livny
2214	Efficient User-Adaptable Similarity Search in Large Multimedia Databases	1997	VLDB	Thomas Seidl,Hans-Peter Kriegel
2215	Production Rules in Parallel and Distributed Database Environments	1992	VLDB	Stefano Ceri,Jennifer Widom
2216	Of Objects and Databases: A Decade of Turmoil	1996	VLDB	Michael J. Carey,David J. DeWitt
2217	Divergence Control Algorithms for Epsilon Serializability	1997	IEEE Trans. Knowl. Data Eng.	Kun-Lung Wu,Philip S. Yu,Calton Pu
2218	The SB-Tree: An Index-Sequential Structure for High-Performance Sequential Access	1992	Acta Inf.	Patrick E. O'Neil
2219	Hamming Filters: A Dynamic Signature File Organization for Parallel Stores	1993	VLDB	Pavel Zezula,Paolo Ciaccia,Paolo Tiberio
2220	Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method	1998	VLDB	Peter Muth,Patrick E. O'Neil,Achim Pick,Gerhard Weikum
2221	Review - Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources	2000	ACM SIGMOD Digital Review	Laura M. Haas
2222	Sampling Issues in Parallel Database Systems	1992	EDBT	S. Seshadri,Jeffrey F. Naughton
2223	Query Routing in Large-Scale Digital Library Systems	1999	ICDE	Ling Liu
2224	Performance Evaluation of Semantics-based Multilevel Concurrency Control Protocols	1990	SIGMOD Conference	B. R. Badrinath,Krithi Ramamritham
2225	A Performance Evaluation of Load Balancing Techniques for Join Operations on Multicomputer Database Systems	1995	ICDE	Kien A. Hua,Wallapak Tavanapong,Honesty C. Young
2226	Dissemination-Based Information Systems	1996	IEEE Data Eng. Bull.	Michael J. Franklin,Stanley B. Zdonik
2227	SEMCOG: A Hybrid Object-based Image Database System and Its Modeling, Language, and Query Processing	1998	ICDE	Wen-Syan Li,K. Selcuk Candan
2228	A Model of Authorization for Next-Generation Database Systems	1991	ACM Trans. Database Syst.	Fausto Rabitti,Elisa Bertino,Won Kim,Darrell Woelk
2229	Query Interoperation Among Object-Oriented and Relational Databases	1995	ICDE	Xiaolei Qian,Louiqa Raschid
2230	Self-tuning Histograms: Building Histograms Without Looking at Data	1999	SIGMOD Conference	Ashraf Aboulnaga,Surajit Chaudhuri
2231	A Status Report on the oo7 OODBMS Benchmarking Effort	1994	OOPSLA	Michael J. Carey,David J. DeWitt,Chander Kant,Jeffrey F. Naughton
2232	Indexing for Multiversion Locking: Alternatives and Performance Evaluation	1997	IEEE Trans. Knowl. Data Eng.	Paul M. Bober,Michael J. Carey
2233	Dynamic Maintenance of Data Distribution for Selectivity Estimation	1994	VLDB J.	Kyu-Young Whang,Sang-Wook Kim,Gio Wiederhold
2234	Update Propagation Strategies to Improve Freshness in Lazy Master Replicated Databases	2000	VLDB J.	Esther Pacitti,Eric Simon
2235	Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations	1999	VLDB	Vanja Josifovski,Tore Risch
2236	The O++ Database Programming Language: Implementation and Experience	1993	ICDE	Rakesh Agrawal,Shaul Dar,Narain H. Gehani
2237	Interoperability, Distributed Applications and Distributed Databases: The Virtual Table Interface	1998	IEEE Data Eng. Bull.	Michael Stonebraker,Paul Brown,Martin Herbach
2238	A High Performance Configurable Storage Manager	1995	ICDE	Alexandros Biliris,Euthimios Panagos
2239	The Management of Interdependent Asynchronous Transactions in Heterogeneous Database Environments	1997	Journal of Systems Integration	Lyman Do,Pamela Drew
2240	Answering Queries with Aggregation Using Views	1996	VLDB	Divesh Srivastava,Shaul Dar,H. V. Jagadish,Alon Y. Levy
2241	Tuning a Parallel Database Algorithm on a Shared-memory Multiprocessor	1992	Softw., Pract. Exper.	Goetz Graefe,Shreekant S. Thakkar
2242	Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions	1997	VLDB	Achim Kraiss,Gerhard Weikum
2243	Role-based Query Processing in Multidatabase Systems	1994	EDBT	Peter Scheuermann,Eugene Inseok Chong
2244	LH* - Linear Hashing for Distributed Files	1993	SIGMOD Conference	Witold Litwin,Marie-Anne Neimat,Donovan A. Schneider
2245	Non-Serializable Executions in Heterogeneous Distributed Database Systems	1991	PDIS	Sharad Mehrotra,Rajeev Rastogi,Henry F. Korth,Abraham Silberschatz
2246	A Universal-Scheme Approach to Statistical Databases Containing Homogeneous Summary Tables	1993	ACM Trans. Database Syst.	Francesco M. Malvestuto
2247	WSQ/DSQ: A Practical Approach for Combined Querying of Databases and the Web	2000	SIGMOD Conference	Roy Goldman,Jennifer Widom
2248	Pharos: A Scalable Distributed Architecture for Locating Heterogeneous Information Sources	1997	CIKM	Ron Dolin,Divyakant Agrawal,Amr El Abbadi,Laura K. Dillon
2249	A Cooperative Transaction Model for Design Databases	1992	Database Transaction Models for Advanced Applications	Marian H. Nodine,Sridhar Ramaswamy,Stanley B. Zdonik
2250	Voltaire: A Database Programming Language with a Single Execution Model for Evaluating Queries, Constraints amd Functions	1993	ICDE	Sunit K. Gala,Shamkant B. Navathe,Manuel E. Bermudez
2251	Divide and Conquer: A Basis for Augmenting a Conventional Query Optimizer with Multiple Query Proceesing Capabilities	1991	ICDE	Sharma Chakravarthy
2252	A Flexible Framework for Transaction Management in Engineering Environments	1992	Database Transaction Models for Advanced Applications	Sandra Heiler,Sara Haradhvala,Stanley B. Zdonik,Barbara T. Blaustein,Arnon Rosenthal
2253	Conflict-driven Load Control for the Avoidance of Data-Contention Thrashing	1991	ICDE	Axel Monkeberg,Gerhard Weikum
2254	A Uniform Approach to Processing Temporal Queries	1992	VLDB	Umeshwar Dayal,Gene T. J. Wuu
2255	The Design and Implementation of a Sequence Database System	1996	VLDB	Praveen Seshadri,Miron Livny,Raghu Ramakrishnan
2256	Experiences Building the Open OODB Query Optimizer	1993	SIGMOD Conference	Jose A. Blakeley,William J. McKenna,Goetz Graefe
2257	Review - MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources	2000	ACM SIGMOD Digital Review	M. Tamer Ozsu
2258	FLEX: A Tolerant and Cooperative User Interface to Databases	1990	IEEE Trans. Knowl. Data Eng.	Amihai Motro
2259	Top-Down versus Bottom-Up Revisited	1991	ISLP	Raghu Ramakrishnan,S. Sudarshan
2260	Query Processing in a Parallel Object-Relational Database System	1996	IEEE Data Eng. Bull.	Michael A. Olson,Wei Hong,Michael Ubell,Michael Stonebraker
2261	Scaling Access to Heterogeneous Data Sources with DISCO	1998	IEEE Trans. Knowl. Data Eng.	Anthony Tomasic,Louiqa Raschid,Patrick Valduriez
2262	Pattern Matching by Rs-Operations: Toward a Unified Approach to Querying Sequenced Data	1992	PODS	Seymour Ginsburg,Xiaoyang Sean Wang
2263	Extended Commitment Ordering or Guaranteeing Global Serializability by Applying Commitment Order Selectivity to Global Transactions	1993	PODS	Yoav Raz
2264	The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems	1994	VLDB J.	Daniel Barbara,Hector Garcia-Molina
2265	Efficient compilation of large rule bases using logical access paths	1990	Inf. Syst.	Timos K. Sellis,Nick Roussopoulos,Raymond T. Ng
2266	Processing Incremental Multidimensional Range Queries in a Direct Manipulation Visual Query	1998	ICDE	Stacie Hibino,Elke A. Rundensteiner
2267	What can Hierarchies do for Data Warehouses?	1999	VLDB	H. V. Jagadish,Laks V. S. Lakshmanan,Divesh Srivastava
2268	Efficiently Publishing Relational Data as XML Documents	2001	VLDB J.	Jayavel Shanmugasundaram,Eugene J. Shekita,Rimon Barr,Michael J. Carey,Bruce G. Lindsay,Hamid Pirahesh,Berthold Reinwald
2269	Data Caching Tradeoffs in Client-Server DBMS Architectures	1991	SIGMOD Conference	Michael J. Carey,Michael J. Franklin,Miron Livny,Eugene J. Shekita
2270	Unification of Temporal Data Models	1993	ICDE	Christian S. Jensen,Michael D. Soo,Richard T. Snodgrass
2271	Distribution and Persistence in the Open Object-Oriented Database System	1992	IWDOM	David L. Wells,Jose A. Blakeley
2272	Open Nested Transactions in Federated Database Systems	1993	IEEE Data Eng. Bull.	Gerhard Weikum,Andrew Deacon,Werner Schaad,Hans-Jorg Schek
2273	Information Technology Implementation for a Distributed Data System Serving Earth Scientists: Seasonal to Interannual ESIP	1998	SSDBM	Menas Kafatos,Xiaoyang Sean Wang,Zuotao Li,Ruixin Yang,Dan Ziskin
2274	Continuous Data Block Placement in and Elevation from Tertiary Storage in Hierarchical Storage Servers	2001	Cluster Computing	Peter Triantafillou,Thomas Papadakis
2275	The Performance of Current B-Tree Algorithms	1993	ACM Trans. Database Syst.	Theodore Johnson,Dennis Shasha
2276	Career-Enhancing Services at SIGMOD Online	2001	SIGMOD Record	Alexandros Labrinidis,Alberto O. Mendelzon
2277	Queries and Query Processing in Object-Oriented Database Systems	1990	ACM Trans. Inf. Syst.	Dave D. Straube,M. Tamer Ozsu
2278	Persistent Applications Using Generalized Redo Recovery	1998	ICDE	David B. Lomet
2279	Including the Load Balancing Issue in the Optimization of Multi-way Join Queries for Shared-Nothing Database Computers	1993	PDIS	Kien A. Hua,Yu-lung Lo,Honesty C. Young
2280	A Cost-Effective Method for Providing Improved Data Availability During DBMS Restart Recovery After a Failure	1993	VLDB	C. Mohan
2281	Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources	1997	VLDB	Minos N. Garofalakis,Yannis E. Ioannidis
2282	Maintenance of Materialized Views of Sampling Queries	1992	ICDE	Frank Olken,Doron Rotem
2283	Semantics for Update Rule Programs and Implementations in a Relational Database Management System	1996	ACM Trans. Database Syst.	Louiqa Raschid,Jorge Lobo
2284	Multidimensional Data Modeling for Complex Data	1999	ICDE	Torben Bach Pedersen,Christian S. Jensen
2285	Modular Acyclicity and Tail Recursion in Logic Programs	1991	PODS	Kenneth A. Ross
2286	Are We Working On the Right Problems? (Panel)	1998	SIGMOD Conference	Michael Stonebraker
2287	Solving Domain Mismatch and Schema Mismatch Problems with an Object-Oriented Database Programming Language	1991	VLDB	William Kent
2288	Sequoia 2000: A Next-Generation Information System for the Study of Global Change	1994	IEEE Symposium on Mass Storage Systems	Jeff Dozier,Michael Stonebraker,James Frew
2289	Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System	1999	VLDB	Mary Tork Roth,Fatma Ozcan,Laura M. Haas
2290	Precision and Recall of GlOSS Estimators for Database Discovery	1994	PDIS	Luis Gravano,Hector Garcia-Molina,Anthony Tomasic
2291	Throughput-Competitive Admission Control for Continuous Media Databases	1998	PODS	Minos N. Garofalakis,Yannis E. Ioannidis,Banu Ozden,Abraham Silberschatz
2292	Semantics of Time-Varying Attributes and their Use for Temporal Database Design	1995	OOER	Christian S. Jensen,Richard T. Snodgrass
2293	An Extensible Notation for Spatiotemporal Index Queries	1998	SIGMOD Record	Vassilis J. Tsotras,Christian S. Jensen,Richard T. Snodgrass
2294	Future Directions in Database Research (Panel)	1998	ICDE	Surajit Chaudhuri,Hector Garcia-Molina,Henry F. Korth,Guy M. Lohman,David B. Lomet,David Maier
2295	Techniques for Update Handling in the Enhanced Client-Server DBMS	1998	IEEE Trans. Knowl. Data Eng.	Alex Delis,Nick Roussopoulos
2296	Comparison of Access Methods for Time-Evolving Data	1999	ACM Comput. Surv.	Betty Salzberg,Vassilis J. Tsotras
2297	ARIES/CSA: A Method for Database Recovery in Client-Server Architectures	1994	SIGMOD Conference	C. Mohan,Inderpal Narang
2298	The Principle of Commitment Ordering, or Guaranteeing Serializability in a Heterogeneous Environment of Multiple Autonomous Resource Mangers Using Atomic Commitment	1992	VLDB	Yoav Raz
2299	Modeling Scientific Experiments with an Object Data Model	1995	ICDE	I-Min A. Chen,Victor M. Markowitz
2300	Middleware: A Model for Distributed System Services	1996	Commun. ACM	Philip A. Bernstein
2301	Efficient Locking and Caching of Data in the Multisystem Shard Disks Transaction Environment	1992	EDBT	C. Mohan,Inderpal Narang
2302	The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency, Recovery and Node Consolidation	1997	VLDB J.	Georgios Evangelidis,David B. Lomet,Betty Salzberg
2303	Review - Efficient Processing of Spatial Joins Using R-Trees	2000	ACM SIGMOD Digital Review	Timos K. Sellis
2304	Sort-Merge-Join: An Idea Whose Time Has(h) Passed?	1994	ICDE	Goetz Graefe
2305	Main Memory Database Systems: An Overview	1992	IEEE Trans. Knowl. Data Eng.	Hector Garcia-Molina,Kenneth Salem
2306	Promises and Realities of Active Database Systems	1995	VLDB	Eric Simon,Angelika Kotz Dittrich
2307	Query Processing Algorithms for Temporal Intersection Joins	1991	ICDE	Himawan Gunadhi,Arie Segev
2308	A General Framework for Time Granularity and Its Application to Temporal Reasoning	1998	Ann. Math. Artif. Intell.	Claudio Bettini,Xiaoyang Sean Wang,Sushil Jajodia
2309	Research Issues in Databases for ARCS: Active Rapidly Changing Data Systems	1994	SIGMOD Record	Anindya Datta
2310	Coarse Indices for a Tape-Based Data Warehouse	1998	ICDE	Theodore Johnson
2311	The LRU-K Page Replacement Algorithm For Database Disk Buffering	1993	SIGMOD Conference	Elizabeth J. O'Neil,Patrick E. O'Neil,Gerhard Weikum
2312	Broadcast Disks: Data Management for Asymmetric Communications Environments	1995	SIGMOD Conference	Swarup Acharya,Rafael Alonso,Michael J. Franklin,Stanley B. Zdonik
2313	Implementation and Performance of Multi-level Transaction Management in a Multidatabase Environment	1995	RIDE-DOM	Werner Schaad,Hans-Jorg Schek,Gerhard Weikum
2314	Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System	2000	VLDB	Surajit Chaudhuri,Gerhard Weikum
2315	Data Base Recovery in Shared Disks and Client-Server Architectures	1992	ICDCS	C. Mohan,Inderpal Narang
2316	Query Rewriting for Semistructured Data	1999	SIGMOD Conference	Yannis Papakonstantinou,Vasilis Vassalos
2317	Temporal Rule Specification and Management in Object-oriented Knowledge Bases	1993	Rules in Database Systems	Stanley Y. W. Su,Hsin-Hsing M. Chen
2318	The Next Ten Years of Modeling, Methodologies, and Tools	1992	ER	Shamkant B. Navathe
2319	Local Verification of Global Integrity Constraints in Distributed Databases	1993	SIGMOD Conference	Ashish Gupta,Jennifer Widom
2320	Processing and Optimization of Multiway Spatial Joins Using R-Trees	1999	PODS	Dimitris Papadias,Nikos Mamoulis,Yannis Theodoridis
2321	On the Complexity of Generating Optimal Plans with Cross Products	1997	PODS	Wolfgang Scheufele,Guido Moerkotte
2322	Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions	1998	VLDB	Felipe Carino,William O'Connell
2323	Flexible Data Cubes for Online Aggregation	2001	ICDT	Mirek Riedewald,Divyakant Agrawal,Amr El Abbadi
2324	Using Shared Virtual Memory for Parallel Join Processing	1993	SIGMOD Conference	Ambuj Shatdal,Jeffrey F. Naughton
2325	Function Materialization in Object Bases: Design, Realization, and Evaluation	1994	IEEE Trans. Knowl. Data Eng.	Alfons Kemper,Christoph Kilger,Guido Moerkotte
2326	A Pipeline N-way Join Algorithm Based on the 2-way Semijoin Program	1991	IEEE Trans. Knowl. Data Eng.	Nick Roussopoulos,Hyunchul Kang
2327	OLAP Query Routing and Physical Design in a Database Cluster	2000	EDBT	Uwe Rohm,Klemens Bohm,Hans-Jorg Schek
2328	Performance and Availability Assessment for the Configuration of Distributed Workflow Management Systems	2000	EDBT	Michael Gillmann,Jeanine Weisenfels,Gerhard Weikum,Achim Kraiss
2329	Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies	1995	VLDB	Luis Gravano,Hector Garcia-Molina
2330	Review - An Overview of Data Warehousing and OLAP Technology	1999	ACM SIGMOD Digital Review	Jennifer Widom
2331	Efficient Execution of Read-Only Transactions in Replicated Multiversion Databases	1993	IEEE Trans. Knowl. Data Eng.	O. T. Satyanarayanan,Divyakant Agrawal
2332	Query Processing Techniques for Multimedia Presentation Graphs	1998	RIDE	Taekyong Lee,Gultekin Ozsoyoglu
2333	SQL Query Optimization: Reordering for a General Class of Queries	1996	SIGMOD Conference	Piyush Goel,Balakrishna R. Iyer
2334	Efficiently Instantiating View-Objects From Remote Relational Databases	1994	VLDB J.	Byung Suk Lee,Gio Wiederhold
2335	Managing Complex Objects in the Darmstadt Database Kernel System	1991	On Object-Oriented Database System	Uwe Deppisch,H.-Bernhard Paul,Hans-Jorg Schek,Gerhard Weikum
2336	Consistency and Orderability: Semantics-Based Correctness Criteria for Databases	1993	ACM Trans. Database Syst.	Divyakant Agrawal,Amr El Abbadi,Ambuj K. Singh
2337	Triggered Real-Time Databases with Consistency Constraints	1990	VLDB	Henry F. Korth,Nandit Soparkar,Abraham Silberschatz
2338	The Federated Databases and System: A New Generation of Advanced Database Systems	1990	DEXA	David K. Hsiao,Magdi N. Kamel,C. Thomas Wu
2339	A Note on the Strategy Space of Multiway Join Query Optimization Problem in Parallel Systems	1991	SIGMOD Record	Kian-Lee Tan,Hongjun Lu
2340	Towards Guaranteed Quality and Dependability of Information Services	1999	BTW	Gerhard Weikum
2341	The Volcano Optimizer Generator: Extensibility and Efficient Search	1993	ICDE	Goetz Graefe,William J. McKenna
2342	Temporal Conditions and Integrity Constraints in Active Database Systems	1995	SIGMOD Conference	A. Prasad Sistla,Ouri Wolfson
2343	Delta-Sets for Optimized Reactive Adaptive Playout Management in Distributed Multimedia Database Systems	1996	ICDE	Heiko Thimm,Wolfgang Klas
2344	Review - An Array-Based Algorithm for Simultaneous Multidimensional Aggregates	1999	ACM SIGMOD Digital Review	Jiawei Han
2345	Efficient Disk Allocation for Fast Similarity Searching	1998	SPAA	Sunil Prabhakar,Divyakant Agrawal,Amr El Abbadi
2346	Support Consistent Updates in Replicated Multidatabase Systems	1993	VLDB J.	Weimin Du,Ahmed K. Elmagarmid,Won Kim,Omran A. Bukhres
2347	The STRIP Rule System For Efficiently Maintaining Derived Data	1997	SIGMOD Conference	Brad Adelberg,Hector Garcia-Molina,Jennifer Widom
2348	Scalable Invalidation-Based Processing of Queries in Broadcast Push Delivery	1998	ER Workshops	Evaggelia Pitoura
2349	Physical Schemas for Large Multidimensional Arrays in Scientific Computing Applications	1994	SSDBM	Kent E. Seamons,Marianne Winslett
2350	Segment Indexes: Dynamic Indexing Techniques for Multi-Dimensional Interval Data	1991	SIGMOD Conference	Curtis P. Kolovson,Michael Stonebraker
2351	Advanced Transaction Models in Workflow Contexts	1996	ICDE	Gustavo Alonso,Divyakant Agrawal,Amr El Abbadi,Mohan Kamath,Roger Gunthor,C. Mohan
2352	Incremental Recomputation of Active Relational Expressions	1991	IEEE Trans. Knowl. Data Eng.	Xiaolei Qian,Gio Wiederhold
2353	Design, Implementation and Performance Comparison of the Buddy-Tree	1990	DEXA	Bernhard Seeger,Hans-Peter Kriegel
2354	Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication	2000	VLDB	Bettina Kemme,Gustavo Alonso
2355	Navigation-Driven Evaluation of Virtual Mediated Views	2000	EDBT	Bertram Ludascher,Yannis Papakonstantinou,Pavel Velikhov
2356	Safe Referential Structures in Relational Databases	1991	VLDB	Victor M. Markowitz
2357	Performance Analysis of a Concurrent File Reorganization Algorithm for Record Clustering	1994	IEEE Trans. Knowl. Data Eng.	Edward Omiecinski,Liehuey Lee,Peter Scheuermann
2358	Reducing Recovery Constraints on Locking based Protocols	1994	PODS	Gustavo Alonso,Divyakant Agrawal,Amr El Abbadi
2359	Type Inference for Queries on Semistructured Data	1999	PODS	Tova Milo,Dan Suciu
2360	Extraction and Applications of Statistical Relationships in Relational Databases	1996	IEEE Trans. Knowl. Data Eng.	Wen-Chi Hou
2361	An Overview of the Lawrence Berkeley Laboratory Extended Entity-Relationship Database Tools	1994	ER	Victor M. Markowitz,Arie Shoshani
2362	Continual Queries for Internet Scale Event-Driven Information Delivery	1999	IEEE Trans. Knowl. Data Eng.	Ling Liu,Calton Pu,Wei Tang
2363	Concepts and Applications of Multilevel Transactions and Open Nested Transactions	1992	Database Transaction Models for Advanced Applications	Gerhard Weikum,Hans-Jorg Schek
2364	Secure Transaction Processing in Firm Real-Time Database Systems	1997	SIGMOD Conference	Binto George,Jayant R. Haritsa
2365	Using Semantic Values to Falilitate Interoperability Among Heterogeneous Information Systems	1994	ACM Trans. Database Syst.	Edward Sciore,Michael Siegel,Arnon Rosenthal
2366	Semantics of Time-Varying Information	1996	Inf. Syst.	Christian S. Jensen,Richard T. Snodgrass
2367	Ripple Joins for Online Aggregation	1999	SIGMOD Conference	Peter J. Haas,Joseph M. Hellerstein
2368	Generating Consistent Test Data for a Variable Set of General Consistency Constraints	1993	VLDB J.	Andrea Neufeld,Guido Moerkotte,Peter C. Lockemann
2369	Mining for Strong Negative Associations in a Large Database of Customer Transactions	1998	ICDE	Ashok Savasere,Edward Omiecinski,Shamkant B. Navathe
2370	Recovering from Main-Memory Lapses	1993	VLDB	H. V. Jagadish,Abraham Silberschatz,S. Sudarshan
2371	Retrieval of Composite Multimedia Objects	1995	VLDB	Surajit Chaudhuri,Shahram Ghandeharizadeh,Cyrus Shahabi
2372	Strategic Directions in Database Systems - Breaking Out of the Box	1996	ACM Comput. Surv.	Abraham Silberschatz,Stanley B. Zdonik
2373	A Graph Query Language and Its Query Processing	1999	ICDE	Lei Sheng,Z. Meral Ozsoyoglu,Gultekin Ozsoyoglu
2374	Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining	1998	VLDB	Flip Korn,Alexandros Labrinidis,Yannis Kotidis,Christos Faloutsos
2375	WISE: A World Wide Web Resource Database System	1996	IEEE Trans. Knowl. Data Eng.	Budi Yuwono,Dik Lun Lee
2376	Automated Selection of Materialized Views and Indexes in SQL Databases	2000	VLDB	Sanjay Agrawal,Surajit Chaudhuri,Vivek R. Narasayya
2377	The Performance of Protocols Based on Locks with Ordered Sharing	1994	IEEE Trans. Knowl. Data Eng.	Divyakant Agrawal,Amr El Abbadi,A. E. Lang
2378	Summarizability in OLAP and Statistical Data Bases	1997	SSDBM	Hans-Joachim Lenz,Arie Shoshani
2379	A Transparent Schema-Evolution System Based on Object-Oriented View Technology	1997	IEEE Trans. Knowl. Data Eng.	Young-Gook Ra,Elke A. Rundensteiner
2380	Speculative Data Dissemination and Service to Reduce Server Load, Network Traffic and Service Time in Distributed Information Systems	1996	ICDE	Azer Bestavros
2381	On Global Multidatabase Query Optimization	1992	SIGMOD Record	Hongjun Lu,Beng Chin Ooi,Cheng Hian Goh
2382	Optimal Multi-Block Read Schedule for Partitioned Signature Files	1996	EDBT	Paolo Ciaccia
2383	Dali: A High Performance Main Memory Storage Manager	1994	VLDB	H. V. Jagadish,Daniel F. Lieuwen,Rajeev Rastogi,Abraham Silberschatz,S. Sudarshan
2384	MegaLog - A platform for developing Knowledge Base Management Systems	1992	LPAR	Jorge B. Bocca,Michael Dahmen,Michael Freeston
2385	Dealing with Granularity of Time in Temporal Databases	1991	CAiSE	Gio Wiederhold,Sushil Jajodia,Witold Litwin
2386	Adaptive Selectivity Estimation Using Query Feedback	1994	SIGMOD Conference	Chung-Min Chen,Nick Roussopoulos
2387	Empirical Performance Evaluation of Concurrency and Coherency Control Protocols for Database Sharing Systems	1993	ACM Trans. Database Syst.	Erhard Rahm
2388	Set-Oriented Mining for Association Rules in Relational Databases	1995	ICDE	Maurice A. W. Houtsma,Arun N. Swami
2389	High-level Parallelism in a Database Cluster: A Feasibility Study Using Document Services	2001	ICDE	Torsten Grabs,Klemens Bohm,Hans-Jorg Schek
2390	Diagnosing Anomalous Rule Behavior in Databases with Integrity Maintenance Production Rules	1991	FMLDO	Anton P. Karadimce,Susan Darling Urban
2391	An Algebraic Framework for Physical OODB Design	1995	DBPL	Leonidas Fegaras,David Maier
2392	Advanced Query Processing in Object Bases Using Access Support Relations	1990	VLDB	Alfons Kemper,Guido Moerkotte
2393	Distributed File Organization with Scalable Cost/Performance	1994	SIGMOD Conference	Radek Vingralek,Yuri Breitbart,Gerhard Weikum
2394	Including Group-By in Query Optimization	1994	VLDB	Surajit Chaudhuri,Kyuseok Shim
2395	CQL++: A SQL for the Ode Object-Oriented DBMS	1992	EDBT	Shaul Dar,Narain H. Gehani,H. V. Jagadish
2396	Global Memory Management in Client-Server Database Architectures	1992	VLDB	Michael J. Franklin,Michael J. Carey,Miron Livny
2397	Dimensionality Reduction for Similarity Searching in Dynamic Databases	1999	Computer Vision and Image Understanding	Kothuri Venkata Ravi Kanth,Divyakant Agrawal,Amr El Abbadi,Ambuj K. Singh
2398	Active Database Management of Global Data Integrity Constraints in Heterogeneous Database Environments	1995	ICDE	Lyman Do,Pamela Drew
2399	LLO: An Object-Oriented Deductive Language with Methods and Method Inheritance	1991	SIGMOD Conference	Yanjun Lou,Z. Meral Ozsoyoglu
2400	Reactive Consistency Control In Deductive Databases	1991	ACM Trans. Database Syst.	Guido Moerkotte,Peter C. Lockemann
2401	The Background of the DASDBS  COSMOS Projects	1991	MFDBS	Hans-Jorg Schek,Marc H. Scholl,Gerhard Weikum
2402	PicoDMBS: Scaling Down Database Techniques for the Smartcard	2000	VLDB	Christophe Bobineau,Luc Bouganim,Philippe Pucheral,Patrick Valduriez
2403	Bucket Spreading Parallel Hash: A New, Robust, Parallel Hash Join Method for Data Skew in the Super Database Computer (SDC)	1990	VLDB	Masaru Kitsuregawa,Yasushi Ogawa
2404	An Indexing Technique for Object-Oriented Databases	1991	ICDE	Elisa Bertino
